RT,SERIALNO,SPORDER,PUMA00,PUMA10,ST,ADJINC,PWGTP,AGEP,MAR,RELP,SCH,SCHL,SEX,WAGP,ESR,HISP,INDP,MSP,OC,OCCP10,PERNP,PINCP,RAC1P,RC
P,2.01E+12,1,1401,-9,22,1094136,12,59,3,0,1,19,1,42000,1,1,7870,4,0,6355,42000,42000,1,0
P,2.01E+12,1,1402,-9,22,1094136,13,77,1,0,1,21,1,0,6,1,,1,0,,0,74000,2,0
P,2.01E+12,2,1402,-9,22,1094136,12,69,1,1,1,22,2,0,6,1,,1,0,,0,7500,2,0
P,2.01E+12,1,1300,-9,22,1094136,23,37,1,16,1,21,1,75000,6,1,7690,2,0,430,75000,75000,2,0
P,2.01E+12,1,1401,-9,22,1094136,21,85,3,0,1,16,2,0,6,1,,4,0,,0,21800,1,0
P,2.01E+12,1,1401,-9,22,1094136,33,67,2,0,1,22,2,0,6,1,,3,0,,0,5200,2,0
P,2.01E+12,2,1401,-9,22,1094136,68,46,3,5,1,19,2,22800,1,1,8190,4,0,4230,22800,23300,2,0
P,2.01E+12,3,1401,-9,22,1094136,59,37,5,5,1,19,2,0,6,1,8190,6,0,4230,0,0,2,0
P,2.01E+12,4,1401,-9,22,1094136,66,43,5,10,1,19,1,68000,1,1,8660,6,0,7340,68000,68000,2,0
P,2.01E+12,5,1401,-9,22,1094136,59,18,5,10,1,16,1,2300,1,1,8190,6,0,4230,2300,2300,2,0
P,2.01E+12,1,1300,-9,22,1094136,18,41,5,16,1,9,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1300,-9,22,1094136,11,37,5,16,1,19,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,20,60,2,0,1,16,1,38000,1,1,2670,3,0,6440,38000,38000,1,0
P,2.01E+12,2,1600,-9,22,1094136,33,29,5,2,1,13,1,0,6,1,4180,6,0,8965,0,9000,1,0
P,2.01E+12,1,1502,-9,22,1094136,25,18,5,17,2,16,1,0,6,1,,6,0,,0,0,9,0
P,2.01E+12,1,1502,-9,22,1094136,71,50,1,0,1,14,1,20000,1,1,770,1,0,6260,20000,20000,2,0
P,2.01E+12,2,1502,-9,22,1094136,40,33,1,1,1,16,2,13500,3,1,8660,1,0,4230,13500,13500,1,0
P,2.01E+12,1,1600,-9,22,1094136,26,77,2,0,1,16,1,0,6,2,,3,0,,0,20900,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,47,3,2,1,20,2,0,3,2,4970,4,0,7800,0,8600,1,0
P,2.01E+12,3,1600,-9,22,1094136,16,39,5,2,1,17,2,0,6,2,,6,0,,0,0,1,0
P,2.01E+12,4,1600,-9,22,1094136,21,13,5,7,3,9,2,,,2,,,0,,,,1,1
P,2.01E+12,5,1600,-9,22,1094136,22,11,5,7,2,8,2,,,2,,,0,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,14,38,5,0,1,16,2,20000,1,1,8190,6,0,5400,20000,20000,2,0
P,2.01E+12,2,1501,-9,22,1094136,14,17,5,2,2,14,2,0,6,1,,6,1,,0,0,2,1
P,2.01E+12,3,1501,-9,22,1094136,14,13,5,2,2,10,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1501,-9,22,1094136,17,48,5,0,1,22,1,52000,1,1,7860,6,0,2310,52000,52000,2,0
P,2.01E+12,2,1501,-9,22,1094136,16,89,2,6,1,22,2,0,6,1,,3,0,,0,7900,2,0
P,2.01E+12,1,1501,-9,22,1094136,10,82,3,0,1,22,2,0,6,1,,4,0,,0,33400,2,0
P,2.01E+12,1,1300,-9,22,1094136,9,69,1,0,1,19,1,0,6,1,6690,1,0,4840,0,35800,1,0
P,2.01E+12,2,1300,-9,22,1094136,10,64,1,1,1,21,2,0,6,1,,1,0,,0,9100,1,0
P,2.01E+12,3,1300,-9,22,1094136,7,85,2,6,1,16,2,0,6,1,,3,0,,0,14740,1,0
P,2.01E+12,1,1600,-9,22,1094136,17,38,1,0,1,17,1,90000,1,1,770,1,0,20,90000,90000,1,0
P,2.01E+12,2,1600,-9,22,1094136,15,32,1,1,1,21,2,31200,1,1,770,1,0,5700,31200,31200,1,0
P,2.01E+12,3,1600,-9,22,1094136,19,3,5,2,1,2,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,13,13,5,4,2,10,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,14,50,1,0,1,16,1,35000,1,1,1880,1,0,9130,35000,35000,2,0
P,2.01E+12,2,1501,-9,22,1094136,11,48,1,1,1,16,2,24000,1,1,4970,1,0,4010,24000,24000,2,0
P,2.01E+12,3,1501,-9,22,1094136,28,21,5,2,1,16,1,0,3,1,770,6,0,6260,0,0,2,0
P,2.01E+12,4,1501,-9,22,1094136,23,30,5,4,1,13,1,0,6,1,,6,0,,0,7600,2,0
P,2.01E+12,5,1501,-9,22,1094136,22,23,3,4,1,1,2,430,1,1,4970,4,0,4720,430,430,2,0
P,2.01E+12,6,1501,-9,22,1094136,18,6,5,7,2,4,2,,,1,,,0,,,,2,1
P,2.01E+12,7,1501,-9,22,1094136,16,3,5,7,1,1,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,19,84,2,0,1,16,2,0,6,1,,3,0,,0,25700,1,0
P,2.01E+12,1,1600,-9,22,1094136,23,47,3,0,1,16,1,60000,1,1,7770,4,0,4250,60000,60000,1,0
P,2.01E+12,1,1502,-9,22,1094136,49,44,3,0,1,16,2,0,1,1,8980,4,0,4500,10000,18400,1,0
P,2.01E+12,2,1502,-9,22,1094136,60,20,5,2,2,19,1,3000,1,1,4070,6,0,7200,3000,3000,1,0
P,2.01E+12,3,1502,-9,22,1094136,60,16,5,2,2,12,2,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1300,-9,22,1094136,16,83,1,0,1,16,1,0,6,1,,1,0,,0,9400,2,0
P,2.01E+12,2,1300,-9,22,1094136,16,75,1,1,1,16,2,15700,1,1,5380,1,0,4965,15700,23700,2,0
P,2.01E+12,3,1300,-9,22,1094136,13,54,1,2,1,16,1,0,6,1,3770,2,0,9130,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,14,70,3,0,1,16,2,0,6,1,,4,0,,0,24000,1,0
P,2.01E+12,1,1402,-9,22,1094136,20,64,3,0,1,21,2,0,6,1,2290,4,0,110,0,21640,1,0
P,2.01E+12,1,1401,-9,22,1094136,13,51,1,0,1,16,1,35000,1,1,4970,1,0,7810,35000,35000,1,0
P,2.01E+12,2,1401,-9,22,1094136,14,52,1,1,1,21,2,60000,1,1,6990,1,0,1010,60000,60000,1,0
P,2.01E+12,3,1401,-9,22,1094136,9,16,5,2,2,13,2,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1600,-9,22,1094136,16,66,3,0,1,16,2,39300,1,1,7270,4,0,5700,39300,39300,1,0
P,2.01E+12,2,1600,-9,22,1094136,34,33,5,2,1,16,2,0,1,1,7590,6,0,5010,1200,1200,1,0
P,2.01E+12,1,1300,-9,22,1094136,18,45,5,16,1,17,1,0,6,1,,6,0,,0,20,2,0
P,2.01E+12,1,1402,-9,22,1094136,13,28,1,0,1,17,1,175000,1,1,7180,1,0,10,175000,175000,1,0
P,2.01E+12,2,1402,-9,22,1094136,10,29,1,1,1,22,2,10000,1,1,7180,1,0,5700,10000,10000,1,0
P,2.01E+12,3,1402,-9,22,1094136,15,3,5,2,3,2,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1094136,15,1,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1600,-9,22,1094136,54,62,1,0,1,16,1,0,6,1,,1,0,,0,7000,1,0
P,2.01E+12,2,1600,-9,22,1094136,47,54,1,1,1,19,2,0,6,1,,1,0,,0,3100,1,0
P,2.01E+12,1,1502,-9,22,1094136,15,29,1,0,1,21,2,21000,1,1,8080,1,0,1820,32700,32700,1,0
P,2.01E+12,2,1502,-9,22,1094136,15,30,1,1,1,21,1,26900,1,1,7470,1,0,430,26900,26900,1,0
P,2.01E+12,1,1600,-9,22,1094136,17,87,1,0,1,16,2,0,6,1,,1,0,,0,9600,9,0
P,2.01E+12,2,1600,-9,22,1094136,19,88,1,1,1,12,1,0,6,1,,1,0,,0,10200,1,0
P,2.01E+12,1,1502,-9,22,1094136,22,20,5,17,2,19,1,3000,1,1,8680,6,0,4720,3000,3000,1,0
P,2.01E+12,1,1402,-9,22,1094136,18,56,3,0,1,19,2,31400,1,1,9160,4,0,5700,31400,33300,1,0
P,2.01E+12,1,1600,-9,22,1094136,16,68,3,0,1,21,2,0,6,1,,4,0,,0,18000,2,0
P,2.01E+12,2,1600,-9,22,1094136,43,38,3,2,1,17,1,0,6,1,7770,4,0,4250,0,7200,2,0
P,2.01E+12,1,1300,-9,22,1094136,16,61,3,0,1,19,2,0,6,1,,4,0,,0,18500,2,0
P,2.01E+12,2,1300,-9,22,1094136,12,39,5,2,1,19,2,24000,2,1,7580,6,0,5860,24000,24000,2,0
P,2.01E+12,3,1300,-9,22,1094136,11,19,5,7,1,16,1,9600,1,1,770,6,0,4220,9600,9600,2,0
P,2.01E+12,4,1300,-9,22,1094136,18,18,5,7,2,14,2,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1502,-9,22,1094136,19,47,5,17,1,17,2,0,6,1,,6,0,,0,1300,2,0
P,2.01E+12,1,1502,-9,22,1094136,12,59,2,16,1,16,2,0,6,1,,3,0,,0,5700,1,0
P,2.01E+12,1,1501,-9,22,1094136,17,50,5,0,1,23,2,50000,1,1,7860,6,0,2310,50000,50000,1,0
P,2.01E+12,2,1501,-9,22,1094136,11,16,5,2,2,13,2,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1502,-9,22,1094136,27,21,5,0,2,19,1,0,6,1,,6,0,,0,0,1,0
P,2.01E+12,1,1502,-9,22,1094136,13,33,5,0,1,21,1,0,6,1,,6,0,,0,9600,1,0
P,2.01E+12,1,1300,-9,22,1094136,31,56,1,0,1,16,1,0,1,1,7290,1,0,3655,3600,53600,1,0
P,2.01E+12,2,1300,-9,22,1094136,17,53,1,1,1,16,2,25000,1,1,770,1,0,5700,25000,25000,1,0
P,2.01E+12,1,1501,-9,22,1094136,14,63,3,0,1,18,1,0,6,1,,4,0,,0,22500,2,0
P,2.01E+12,1,1402,-9,22,1094136,26,74,1,0,1,16,1,0,6,1,,1,0,,0,12100,1,0
P,2.01E+12,2,1402,-9,22,1094136,21,67,1,1,1,18,2,0,6,1,,1,0,,0,6000,1,0
P,2.01E+12,1,1600,-9,22,1094136,16,73,2,0,1,16,2,0,6,1,,3,0,,0,27500,1,0
P,2.01E+12,2,1600,-9,22,1094136,31,52,3,2,1,15,2,0,6,1,,4,0,,0,11600,1,0
P,2.01E+12,1,1501,-9,22,1094136,28,53,4,0,2,22,2,27000,1,1,7870,5,0,230,27000,27000,2,0
P,2.01E+12,1,1501,-9,22,1094136,27,56,4,0,1,16,2,11400,1,1,8590,5,0,4230,11400,11400,2,0
P,2.01E+12,2,1501,-9,22,1094136,46,21,5,2,2,19,2,9500,1,1,5380,6,0,4760,9500,9500,2,0
P,2.01E+12,1,1501,-9,22,1094136,34,31,5,0,1,14,2,14000,1,1,8680,6,0,4020,14000,14000,2,0
P,2.01E+12,2,1501,-9,22,1094136,33,15,5,2,2,9,2,0,,1,,6,1,,,0,2,1
P,2.01E+12,3,1501,-9,22,1094136,43,8,5,2,2,4,2,,,1,,,1,,,,2,1
P,2.01E+12,4,1501,-9,22,1094136,41,0,5,7,,,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1300,-9,22,1094136,21,30,5,16,1,14,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,20,40,1,0,1,21,1,47000,1,1,6470,1,0,2830,47000,47000,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,41,1,1,1,21,2,4500,1,1,6770,1,0,5320,4500,4500,1,0
P,2.01E+12,1,1600,-9,22,1094136,15,67,1,0,1,16,1,0,6,1,,1,0,,0,21900,1,0
P,2.01E+12,2,1600,-9,22,1094136,15,62,1,1,1,21,2,36000,1,1,7860,1,0,2310,36000,39000,1,0
P,2.01E+12,1,1402,-9,22,1094136,20,63,3,0,1,21,1,0,6,1,,4,0,,0,37500,1,0
P,2.01E+12,1,1502,-9,22,1094136,20,86,1,0,1,21,1,0,6,1,,1,0,,0,12000,1,0
P,2.01E+12,2,1502,-9,22,1094136,17,84,1,1,1,16,2,0,6,1,,1,0,,0,4300,1,0
P,2.01E+12,1,1600,-9,22,1094136,20,61,1,0,1,16,1,50000,1,1,2290,1,0,6210,50000,50000,1,0
P,2.01E+12,2,1600,-9,22,1094136,17,58,1,1,1,16,2,10000,1,1,8470,1,0,230,10000,10000,1,0
P,2.01E+12,1,1600,-9,22,1094136,21,31,1,0,1,22,1,93000,1,1,2070,1,0,1350,93000,93000,1,0
P,2.01E+12,2,1600,-9,22,1094136,15,31,1,1,1,21,2,45000,1,1,9370,1,0,1010,45000,45000,1,0
P,2.01E+12,1,1300,-9,22,1094136,6,77,2,0,1,11,2,0,6,1,,3,0,,0,9300,2,0
P,2.01E+12,1,1401,-9,22,1094136,16,56,1,0,1,17,1,0,1,1,770,1,0,6230,58000,58000,1,0
P,2.01E+12,2,1401,-9,22,1094136,18,56,1,1,1,17,2,0,6,1,770,1,0,5120,0,0,1,0
P,2.01E+12,1,1300,-9,22,1094136,16,67,4,16,1,16,1,0,6,1,,5,0,,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,26,37,1,0,1,20,1,26000,1,1,2070,1,0,8965,26000,26000,1,0
P,2.01E+12,2,1600,-9,22,1094136,23,36,1,1,1,16,2,18000,1,1,9090,1,0,5240,18000,18000,1,0
P,2.01E+12,3,1600,-9,22,1094136,24,5,5,2,3,3,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1600,-9,22,1094136,23,5,5,2,3,3,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1300,-9,22,1094136,6,63,1,0,1,18,1,0,6,1,,1,0,,0,35900,1,0
P,2.01E+12,2,1300,-9,22,1094136,6,63,1,1,1,13,2,0,6,1,,1,0,,0,6600,1,0
P,2.01E+12,1,1402,-9,22,1094136,18,34,5,0,1,14,2,40000,1,1,4670,6,0,9610,40000,40000,1,0
P,2.01E+12,2,1402,-9,22,1094136,15,17,5,2,2,12,2,4500,1,1,8680,6,1,4720,4500,4500,1,1
P,2.01E+12,3,1402,-9,22,1094136,19,2,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1094136,26,77,2,10,1,16,2,0,6,1,,3,0,,0,22000,1,0
P,2.01E+12,5,1402,-9,22,1094136,18,33,5,13,3,21,2,25000,1,1,8680,6,0,4720,25000,25000,1,0
P,2.01E+12,1,1300,-9,22,1094136,38,44,1,0,1,21,1,45000,1,1,7860,1,0,2310,45000,45000,1,0
P,2.01E+12,2,1300,-9,22,1094136,33,43,1,1,1,22,2,57000,1,1,7860,1,0,2310,57000,84000,1,0
P,2.01E+12,3,1300,-9,22,1094136,55,17,5,2,3,14,1,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,4,1300,-9,22,1094136,36,12,5,2,3,9,2,,,1,,,1,,,,1,1
P,2.01E+12,5,1300,-9,22,1094136,36,10,5,2,3,7,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1401,-9,22,1094136,18,40,4,0,1,19,2,33000,1,1,8660,5,0,340,33000,33000,2,0
P,2.01E+12,2,1401,-9,22,1094136,36,21,5,2,3,19,2,2100,3,1,5380,6,0,4760,2100,2100,2,0
P,2.01E+12,3,1401,-9,22,1094136,20,14,5,2,2,11,1,,,1,,,1,,,,2,1
P,2.01E+12,4,1401,-9,22,1094136,20,8,5,2,2,3,1,,,1,,,1,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,15,54,1,0,1,21,1,0,1,1,6990,1,0,540,56000,56000,1,0
P,2.01E+12,2,1502,-9,22,1094136,13,57,1,1,1,21,2,41000,1,1,7270,1,0,2145,41000,41000,1,0
P,2.01E+12,1,1401,-9,22,1094136,17,70,3,0,1,16,2,18200,1,1,7870,4,0,4200,18200,18200,2,0
P,2.01E+12,1,1502,-9,22,1094136,9,52,1,0,1,11,1,0,1,1,7790,1,0,9310,120000,120000,3,0
P,2.01E+12,2,1502,-9,22,1094136,10,47,1,1,1,17,2,13200,1,1,7790,1,0,9300,13500,13500,1,0
P,2.01E+12,1,1501,-9,22,1094136,18,54,3,0,1,16,1,0,3,1,8780,4,0,9610,0,9100,2,0
P,2.01E+12,1,1501,-9,22,1094136,17,32,1,0,1,21,1,13000,1,1,7270,1,0,2145,13000,13000,2,0
P,2.01E+12,2,1501,-9,22,1094136,11,25,1,1,1,19,2,15000,1,1,9170,1,0,2000,15000,15000,2,0
P,2.01E+12,1,1600,-9,22,1094136,28,60,3,0,1,9,2,0,6,1,,4,0,,0,4800,9,0
P,2.01E+12,1,1402,-9,22,1094136,15,51,1,0,1,22,1,120000,1,1,7290,1,0,1360,120000,120200,1,0
P,2.01E+12,2,1402,-9,22,1094136,21,51,1,1,1,22,2,16000,1,1,4270,1,0,5860,16000,16100,1,0
P,2.01E+12,1,1502,-9,22,1094136,17,74,1,16,1,18,2,0,6,1,,2,0,,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,15,55,1,0,1,17,1,0,6,1,,1,0,,0,35300,1,0
P,2.01E+12,2,1600,-9,22,1094136,14,55,1,1,1,16,2,35000,1,1,6870,1,0,120,35000,35000,1,0
P,2.01E+12,1,1300,-9,22,1094136,20,93,2,16,1,16,2,0,6,1,,3,0,,0,11200,1,0
P,2.01E+12,1,1600,-9,22,1094136,13,35,1,0,1,19,2,28800,1,1,2070,1,0,530,28800,28800,1,0
P,2.01E+12,2,1600,-9,22,1094136,16,35,1,1,1,19,1,52000,1,1,7380,1,0,1010,52000,52000,1,0
P,2.01E+12,3,1600,-9,22,1094136,13,4,5,2,2,2,2,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1094136,15,85,2,0,1,22,2,0,6,1,,3,0,,0,21200,2,0
P,2.01E+12,2,1502,-9,22,1094136,24,56,3,2,1,21,2,36000,1,1,7860,4,0,4640,36000,36000,2,0
P,2.01E+12,3,1502,-9,22,1094136,32,47,3,2,1,20,1,100000,1,1,2170,4,0,8965,100000,100000,2,0
P,2.01E+12,4,1502,-9,22,1094136,23,24,5,7,1,21,2,30000,1,1,770,6,0,5700,30000,30000,2,0
P,2.01E+12,5,1502,-9,22,1094136,14,5,5,7,2,3,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1402,-9,22,1094136,18,58,1,0,1,19,1,95000,1,1,9470,1,0,2825,96200,96690,1,0
P,2.01E+12,2,1402,-9,22,1094136,17,57,1,1,1,19,2,0,6,1,7680,1,0,5860,0,36200,1,0
P,2.01E+12,1,1502,-9,22,1094136,14,51,1,0,1,24,1,80000,1,1,9490,1,0,1740,80000,90100,1,0
P,2.01E+12,2,1502,-9,22,1094136,14,45,1,1,1,23,2,120000,1,1,8090,1,0,3060,120000,120100,6,0
P,2.01E+12,3,1502,-9,22,1094136,21,17,5,2,2,14,2,1000,6,1,9170,6,1,3955,1000,1000,1,1
P,2.01E+12,4,1502,-9,22,1094136,21,15,5,2,2,11,2,0,,1,,6,1,,,0,1,1
P,2.01E+12,1,1502,-9,22,1094136,14,57,3,0,1,21,2,0,3,1,770,4,0,800,0,2200,1,0
P,2.01E+12,1,1401,-9,22,1094136,34,25,5,0,1,15,2,30000,1,1,5090,6,0,430,30000,30000,2,0
P,2.01E+12,2,1401,-9,22,1094136,80,23,5,5,1,14,2,15000,1,1,8680,6,0,310,15000,15000,2,0
P,2.01E+12,1,1502,-9,22,1094136,18,62,3,0,1,21,1,146000,1,1,5070,4,0,3050,146000,147000,1,0
P,2.01E+12,1,1300,-9,22,1094136,5,93,1,0,1,13,1,0,6,1,,1,0,,0,16800,2,0
P,2.01E+12,2,1300,-9,22,1094136,5,86,1,1,1,10,2,0,6,1,,1,0,,0,5700,2,0
P,2.01E+12,3,1300,-9,22,1094136,4,37,3,4,1,16,2,5000,1,1,1680,4,0,9620,5000,9900,2,0
P,2.01E+12,4,1300,-9,22,1094136,4,20,5,7,1,16,1,0,3,1,9920,6,0,9920,0,0,2,0
P,2.01E+12,5,1300,-9,22,1094136,3,18,5,7,2,13,1,0,6,1,,6,0,,0,0,2,0
P,2.01E+12,1,1600,-9,22,1094136,19,41,1,0,1,12,2,28000,1,1,6680,1,0,5860,28000,28000,1,0
P,2.01E+12,2,1600,-9,22,1094136,23,45,1,1,1,21,1,60000,1,1,9470,1,0,3850,60000,60000,1,0
P,2.01E+12,3,1600,-9,22,1094136,23,12,5,2,2,9,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,15,65,1,0,2,21,1,108000,1,1,7870,1,0,230,108000,108000,2,0
P,2.01E+12,2,1501,-9,22,1094136,20,61,1,1,1,21,2,0,6,1,,1,0,,0,13300,2,0
P,2.01E+12,3,1501,-9,22,1094136,22,10,5,7,3,7,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1600,-9,22,1094136,23,51,1,0,1,16,1,0,6,1,7860,1,0,7315,0,34000,1,0
P,2.01E+12,2,1600,-9,22,1094136,25,48,1,1,1,18,2,52000,6,1,9470,1,0,5260,52000,75300,1,0
P,2.01E+12,1,1300,-9,22,1094136,4,79,2,0,1,19,2,0,6,1,,3,0,,0,16400,1,0
P,2.01E+12,1,1502,-9,22,1094136,15,52,5,0,1,13,2,12800,1,1,7690,6,0,4230,12800,12800,2,0
P,2.01E+12,2,1502,-9,22,1094136,23,70,2,6,1,14,2,0,6,1,,3,0,,0,11800,2,0
P,2.01E+12,1,1300,-9,22,1094136,6,60,5,0,1,22,2,20000,1,1,8080,6,0,3230,20000,107000,2,0
P,2.01E+12,1,1401,-9,22,1094136,23,79,1,0,1,16,1,0,6,1,,1,0,,0,8600,1,0
P,2.01E+12,2,1401,-9,22,1094136,20,82,1,1,1,16,2,0,6,1,,1,0,,0,4200,1,0
P,2.01E+12,1,1300,-9,22,1094136,4,70,2,0,1,16,2,0,6,1,,3,0,,0,30400,1,0
P,2.01E+12,1,1502,-9,22,1094136,19,24,5,0,2,21,2,12500,1,1,7480,6,0,3255,12500,12500,1,0
P,2.01E+12,2,1502,-9,22,1094136,30,21,5,11,2,23,2,3000,1,1,7890,6,0,2720,3000,3000,1,0
P,2.01E+12,3,1502,-9,22,1094136,14,21,5,13,2,19,1,0,6,1,6770,6,0,2440,0,8000,1,0
P,2.01E+12,1,1402,-9,22,1094136,14,23,5,16,2,18,1,7000,6,1,8990,6,0,4650,19000,19000,9,0
P,2.01E+12,1,1502,-9,22,1094136,21,34,1,0,1,24,1,36000,1,1,7870,2,0,1760,36000,36000,6,0
P,2.01E+12,2,1502,-9,22,1094136,19,9,5,2,2,7,1,,,1,,,1,,,,6,1
P,2.01E+12,1,1502,-9,22,1094136,26,19,5,17,2,19,2,600,1,1,5170,6,0,4760,600,600,6,0
P,2.01E+12,1,1600,-9,22,1094136,17,57,1,0,1,18,2,0,6,1,,1,0,,0,9200,1,0
P,2.01E+12,2,1600,-9,22,1094136,18,54,1,1,1,17,1,55000,1,1,6290,1,0,9620,55000,55000,1,0
P,2.01E+12,1,1401,-9,22,1094136,12,40,3,0,1,17,2,24000,1,1,6290,4,0,5860,24000,24000,1,0
P,2.01E+12,2,1401,-9,22,1094136,24,16,5,2,2,12,1,0,6,1,,6,1,,0,0,1,1
P,2.01E+12,1,1600,-9,22,1094136,18,60,3,0,1,18,1,41000,1,1,9570,4,0,6660,41000,41800,1,0
P,2.01E+12,1,1401,-9,22,1094136,30,40,3,0,1,19,2,24000,1,1,6680,4,0,5240,24000,24000,2,0
P,2.01E+12,2,1401,-9,22,1094136,50,19,5,2,2,18,1,1700,1,1,5790,6,0,5620,1700,1700,2,0
P,2.01E+12,1,1402,-9,22,1094136,14,47,1,0,1,24,1,0,1,1,7390,1,0,710,120000,122000,1,0
P,2.01E+12,2,1402,-9,22,1094136,14,37,1,1,1,21,2,0,6,1,,1,0,,0,0,1,0
P,2.01E+12,3,1402,-9,22,1094136,15,3,5,2,1,1,2,,,1,,,1,,,,1,1
P,2.01E+12,4,1402,-9,22,1094136,14,1,5,2,,,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1501,-9,22,1094136,18,60,5,0,1,21,2,15000,1,1,8470,6,0,2300,15000,27000,2,0
P,2.01E+12,1,1600,-9,22,1094136,16,31,1,0,1,16,2,55000,1,1,6990,1,0,5240,55000,55000,1,0
P,2.01E+12,2,1600,-9,22,1094136,22,33,1,1,1,20,1,48000,1,1,4670,1,0,7200,48000,48000,1,0
P,2.01E+12,3,1600,-9,22,1094136,22,6,5,2,2,1,1,,,1,,,1,,,,1,1
P,2.01E+12,1,1502,-9,22,1094136,13,52,1,0,1,24,1,115000,1,1,9570,1,0,430,115000,116000,9,0
P,2.01E+12,2,1502,-9,22,1094136,17,55,1,1,1,18,2,45000,1,2,7270,1,0,5700,45000,45000,9,0
P,2.01E+12,1,1402,-9,22,1094136,65,73,3,0,1,22,1,0,6,1,,4,0,,0,18200,1,0
P,2.01E+12,1,1600,-9,22,1094136,9,34,1,0,2,21,2,4000,1,23,8590,1,0,5810,4000,4000,1,0
P,2.01E+12,2,1600,-9,22,1094136,13,35,1,1,1,21,1,42000,1,1,9470,1,0,3800,42000,42000,1,0
P,2.01E+12,1,1501,-9,22,1094136,11,45,2,0,1,19,2,44000,1,1,8190,3,0,5940,44000,44000,2,0
P,2.01E+12,2,1501,-9,22,1094136,22,21,5,2,2,18,2,8000,1,1,8190,6,0,3600,8000,8000,2,0
P,2.01E+12,3,1501,-9,22,1094136,16,1,5,7,,,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1501,-9,22,1094136,9,71,2,0,1,19,2,0,6,1,,3,0,,0,16100,2,0
P,2.01E+12,2,1501,-9,22,1094136,12,13,5,7,2,10,1,,,1,,,0,,,,2,1
P,2.01E+12,1,1502,-9,22,1094136,16,34,5,0,1,24,2,80000,1,1,8270,6,0,1820,80000,80000,1,0
P,2.01E+12,2,1502,-9,22,1094136,26,15,5,2,2,11,2,0,,1,,6,1,,,0,1,1
P,2.01E+12,3,1502,-9,22,1094136,20,10,5,2,2,6,1,,,1,,,1,,,,1,1
P,2.01E+12,4,1502,-9,22,1094136,29,63,3,6,1,16,1,0,6,1,,4,0,,0,11700,1,0
P,2.01E+12,1,1501,-9,22,1094136,34,38,5,0,1,16,2,0,6,1,4980,6,0,4720,0,450,2,0
P,2.01E+12,2,1501,-9,22,1094136,42,19,5,2,1,16,2,7000,1,1,8680,6,0,4720,7000,7000,2,0
P,2.01E+12,3,1501,-9,22,1094136,31,18,5,2,1,16,1,0,1,1,8560,6,0,2750,19500,19500,2,0
P,2.01E+12,1,1600,-9,22,1094136,22,63,1,0,1,17,2,0,6,1,,1,0,,0,8700,1,0
P,2.01E+12,2,1600,-9,22,1094136,26,64,1,1,1,17,1,75000,1,1,2680,1,0,7740,75000,78500,1,0
P,2.01E+12,1,1502,-9,22,1094136,18,26,5,0,2,21,1,22600,1,1,7270,6,0,2145,22600,22600,1,0
P,2.01E+12,1,1502,-9,22,1094136,15,28,5,0,1,21,2,30000,2,1,2570,6,0,1450,30000,30000,1,0
P,2.01E+12,2,1502,-9,22,1094136,25,0,5,2,,,2,,,1,,,1,,,,1,1
P,2.01E+12,3,1502,-9,22,1094136,20,27,5,13,1,16,1,30000,1,1,770,6,0,6260,30000,30000,1,0
P,2.01E+12,1,1502,-9,22,1094136,15,22,5,0,2,19,2,1000,6,1,7590,6,0,5400,1000,1000,2,0
